-0.098708361	-0.23921892	-0.10313506	-0.10655774	-0.30889842	-0.37099123	-0.33780015	-0.33780015	-0.24157408	-0.13761532	-0.29137659	-0.14295502	-0.24725704	-0.33548912	-0.26778403	-0.40939555	-0.21704851	-0.037914373	-0.42029577	-0.24567333	-0.28992057	-0.21719608	-0.076824985	-0.22180484	-0.45884794	-0.26627487	-0.11731374	-0.06829574	-0.15945585	-0.2578204	-0.08036764	-0.085738458	-0.59271747	-0.52609408
-0.064205863	-0.028399566	-0.048510812	0.016895998	-0.0079685375	-0.00061430433	-0.012298881	-0.012298881	0.0058640158	-1.6630984e-05	-0.039306834	0.0169135	-0.010254459	0.001950058	0.011139021	0.0039267987	0.0081893886	-0.028204892	0.00340397	0.018573588	0.025640676	-0.018985724	0.01113017	-0.0087948851	-0.0048741866	-0.0061368318	-0.03412471	-0.019988675	-0.023008589	-0.018516067	-0.016185703	-0.042819954	0.00059797976	-0.0080577973
-0.055082053	-0.023192327	-0.046797492	0.017704876	-0.00075576879	-0.0021694852	-0.013877292	-0.013877292	0.0050953454	-0.00025187788	-0.032217592	0.0140748	-0.0053688982	-0.00040033812	0.019326357	-0.0028014819	0.0028587668	-0.033293813	0.019747466	0.0188166	0.028821338	-0.016110612	0.0082145855	0.015794095	0.011088866	0.0010522096	-0.031741366	-0.019420123	-0.026873626	-0.020138871	-0.014616217	-0.036695048	-0.0040408713	0.0027664197
-0.05618896	-0.024285704	-0.041595418	0.013092691	-0.0057499986	0.0031512412	-0.0085386941	-0.0085386941	-0.00046740758	-0.0057612336	-0.03394014	0.0043001156	-0.0048140553	0.002265004	0.019560264	-0.00030487176	0.0029518437	-0.034036055	0.013976987	0.015191579	0.022834752	-0.017555241	0.010119393	-0.0057697031	0.0077304472	-0.0023736446	-0.030175544	-0.013791244	-0.022908051	-0.016487431	-0.010385788	-0.037482839	-6.4686654e-05	-0.0032611734
-0.051089875	-0.02095083	-0.037396468	0.0075194137	-0.0092490287	-0.0045081428	-0.01105588	-0.01105588	0.0078395866	-0.0068389867	-0.030404326	0.013935923	-0.0019783285	0.010784368	0.022029217	0.0028281477	0.0043048337	-0.020674881	0.011211252	0.019941662	0.024311997	-0.01317621	0.0066660009	-0.0033349243	0.0069734822	0.00063583697	-0.029022275	-0.017576709	-0.0054486701	-0.012840588	-0.0098139085	-0.032186698	-0.0031728679	0.0067678276
-0.045857478	-0.020745866	-0.032245401	0.01625883	-0.0031265507	0.00082815671	-0.01182038	-0.01182038	0.00033494196	0.0020568941	-0.029523373	0.014372112	0.00079581421	-0.00027802121	0.0074102902	0.0025661092	0.008458822	-0.029278312	0.010589448	0.019915074	0.02373597	-0.016396979	0.0083847558	0.032638591	0.0079093957	-0.0032327785	-0.026013628	-0.012029426	-0.0013322893	-0.0061586979	-0.011646796	-0.033138163	6.2641957e-05	0.0034566785
-0.041808333	-0.015552248	-0.030982586	0.016861159	-0.0047635958	5.2466614e-05	-0.0062894016	-0.0062894016	0.0050110272	-0.0021941159	-0.027151259	0.013998842	-0.0021632272	0.0012082132	0.011956316	0.0063155908	0.0061831959	-0.021911671	0.010240316	0.010557924	0.011440562	-0.0139024	0.007707031	0.0071928566	0.0047299257	0.0040432191	-0.023289466	-0.011210452	-0.0089114904	-0.007893621	-0.010991905	-0.028162539	0.0010085913	0.0022861506
-0.036494706	-0.013939457	-0.028785432	0.0053449543	0.001431579	-0.00036939833	-0.0087181162	-0.0087181162	-0.001900255	-0.0040296549	-0.021339409	0.0072949743	0.001520197	0.0049772621	0.0072045387	-4.7242527e-05	0.0055706622	-0.023811582	0.011535919	-0.00037705738	0.016213141	-0.0074970257	0.0037129445	0.003039838	0.004591716	-0.0063160225	-0.022343814	-0.011821143	-0.012072698	-0.014873607	-0.0058252043	-0.027330436	-0.0027310902	0.0022225243
-0.03225055	-0.015661605	-0.030705215	0.0085371202	-0.0038602876	-0.004321543	-0.0075583793	-0.0075583793	-0.0083598038	-0.0015622037	-0.019394899	0.0040244316	-0.0046291566	0.0023482863	0.01027657	-0.0013373834	-0.0030591548	-0.019015525	0.0099309115	0.0086172419	0.014063804	-0.0085920598	0.010399091	0.0099808844	0.0064159967	0.0011575751	-0.015678125	-0.016251119	-0.0056999475	-0.010076811	-0.0069707697	-0.019176414	-0.0061095427	-0.00045251311
-0.025421932	-0.0084588891	-0.025316678	0.001898336	0.00069784216	0.0027235362	-0.00480715	-0.00480715	-0.0059694741	0.00070828426	-0.014320436	0.0061664693	-0.00019055742	-0.0026076278	0.001655153	0.0073414887	0.0053205467	-0.014941338	-0.0037233797	9.8966651e-05	0.0072161704	-0.011913451	0.0090465983	-0.014666258	0.0042767189	0.0037876279	-0.015975378	-0.0090573654	-0.0042422195	-0.0054481407	-0.0058468822	-0.017754344	-0.00067803258	0.002639167
